Company,valuation,date_Joined,industry,city,country,continent,year_founded,funding,select_investors,unicorn-year,years_to_unicorn,valuation_b,fundings_b,fundings_category,valuation_efficiency
OneTrust,$5B,11-07-2019,Internet software & services,Atlanta,United States,North America,2016,$926M,Insight Partners,2019,3,5,0.926,Medium Funding,5.399568035
QuintoAndar,$5B,09-09-2019,E-commerce & direct-to-consumer,Campinas,Brazil,South America,2012,$755M,"Kaszek Ventures, General Atlantic, SoftBank Group",2019,7,5,0.755,Medium Funding,6.622516556
C6 Bank,$5B,02-12-2020,Fintech,Sao Paulo,Brazil,South America,2018,$2B,Credit Suisse,2020,2,5,2,Medium Funding,2.5
Cockroach Labs,$5B,12-01-2021,Data management & analytics,New York,United States,North America,2015,$633M,"Google Ventures, Benchmark, FirstMark Capital",2021,6,5,0.633,Medium Funding,7.898894155
Hopper,$5B,24-03-2021,Travel,Montreal,Canada,North America,2007,$599M,"Capital One Growth Ventures, Citi Ventures, OMERS Ventures",2021,14,5,0.599,Medium Funding,8.347245409
Icertis,$5B,17-07-2019,Artificial intelligence,Bellevue,United States,North America,2009,$371M,"Eight Roads Ventures, Greycroft, Ignition Partners",2019,10,5,0.371,Low Funding,13.47708895
Moon Active,$5B,26-01-2020,Mobile & telecommunications,Tel Aviv,Israel,Asia,2011,$425M,"Insight Partners, Andalusian Capital Partners",2020,9,5,0.425,Low Funding,11.76470588
OfBusiness,$5B,31-07-2021,E-commerce & direct-to-consumer,Gurgaon,India,Asia,2015,$734M,"Matrix Partners India, Falcon Edge Capital, SoftBank Group",2021,6,5,0.734,Medium Funding,6.811989101
Ola Electric Mobility,$5B,02-07-2019,Auto & transportation,Bengaluru,India,Asia,2019,$761M,"SoftBank Group, Tiger Global Management, Matrix Partners India",2019,0,5,0.761,Medium Funding,6.570302234
Pine Labs,$5B,24-01-2020,Fintech,Noida,India,Asia,1998,$903M,"Sequoia Capital India, Temasek, PayPal Ventures",2020,22,5,0.903,Medium Funding,5.53709856
Qonto,$5B,11-01-2022,Fintech,Paris,France,Europe,2016,$704M,"Alven Capital, Valar Ventures, Tencent Holdings",2022,6,5,0.704,Medium Funding,7.102272727
SambaNova Systems,$5B,13-04-2021,Data management & analytics,Palo Alto,United States,North America,2017,$1B,"Walden International, Google Ventures, Intel Capital",2021,4,5,1,Medium Funding,5
United Imaging Healthcare,$5B,15-09-2017,Health,Shanghai,China,Asia,2011,$503M,"China Life Insurance, China Development Bank Capital, CITIC Securities International",2017,6,5,0.503,Medium Funding,9.940357853
WM Motor,$5B,08-03-2019,Auto & transportation,Shanghai,China,Asia,2015,$4B,"Baidu Capital, Linear Venture, Tencent",2019,4,5,4,High Funding,1.25
ZEPZ,$5B,23-08-2021,Fintech,London,United Kingdom,Europe,2010,$655M,"Accel, Technology Crossover Ventures, LeapFrog Investments",2021,11,5,0.655,Medium Funding,7.633587786
Abogen,$4B,29-11-2021,Health,Suzhou,China,Asia,2019,$1B,"Hillhouse Capital Management, SoftBank Group, Qiming Venture Partners",2021,2,4,1,Medium Funding,4
Greensill,$4B,16-07-2018,Fintech,London,United Kingdom,Europe,2011,$2B,"SoftBank Group, General Atlantic",2018,7,4,2,Medium Funding,2
HyalRoute,$4B,26-05-2020,Mobile & telecommunications,,Singapore,Asia,2015,$263M,Kuang-Chi,2020,5,4,0.263,Low Funding,15.20912548
Radiology Partners,$4B,26-02-2018,Health,El Segundo,United States,North America,2012,$1B,"New Enterprise Associates, Starr Investment Holdings",2018,6,4,1,Medium Funding,4
Yello Mobile,$4B,11-11-2014,Mobile & telecommunications,Seoul,South Korea,Asia,2012,$216M,Formation 8,2014,2,4,0.216,Low Funding,18.51851852
Turing,$4B,20-12-2021,Internet software & services,Palo Alto,United States,North America,2018,$128M,"Foundation Capital, Frontier Ventures, AltaIR Capital",2021,3,4,0.128,Low Funding,31.25
Lenskart,$4B,20-12-2019,E-commerce & direct-to-consumer,Faridabad,India,Asia,2008,$776M,"Chiratae Ventures, PremjiInvest, Softbank",2019,11,4,0.776,Medium Funding,5.154639175
Kraken,$4B,25-06-2019,Fintech,San Francisco,United States,North America,2011,$119M,"Bnk To The Future, Trammell Ventures, SBI Investment",2019,8,4,0.119,Low Funding,33.61344538
Horizon Robotics,$4B,27-02-2019,Artificial intelligence,Beijing,China,Asia,2015,$2B,"Hillhouse Capital Management, Linear Venture, Morningside Venture Capital",2019,4,4,2,Medium Funding,2
MoonPay,$4B,22-11-2021,Fintech,Miami,United States,North America,2019,$555M,"New Enterprise Associates, Coatue Management, Tiger Global Management",2021,2,4,0.555,Medium Funding,7.207207207
Celsius Network,$4B,12-10-2021,Fintech,Hoboken,United States,North America,2017,$864M,"WestCap Group, Caisse de depot et placement du Quebec",2021,4,4,0.864,Medium Funding,4.62962963
ChargeBee Technologies,$4B,20-04-2021,Fintech,Walnut,United States,North America,2011,$468M,"Insight Partners, Tiger Global Management, Accel",2021,10,4,0.468,Low Funding,8.547008547
Coalition,$4B,17-03-2021,Cybersecurity,San Francisco,United States,North America,2017,$505M,"Two Sigma Ventures, Flint Capital, Commerce Ventures",2021,4,4,0.505,Medium Funding,7.920792079
Commure,$4B,16-09-2021,Internet software & services,San Francisco,United States,North America,2017,$542M,"General Catalyst, HCA Healthcare",2021,4,4,0.542,Medium Funding,7.380073801
Flock Safety,$4B,13-07-2021,Hardware,Atlanta,United States,North America,2017,$381M,"Matrix Partners, Initialized Capital, Tiger Global Management",2021,4,4,0.381,Low Funding,10.49868766
Handshake,$4B,12-05-2021,Internet software & services,San Francisco,United States,North America,2014,$434M,"Kleiner Perkins Caufield & Byers, Lightspeed Venture Partners, True Ventures",2021,7,4,0.434,Low Funding,9.216589862
Highspot,$4B,22-02-2021,Internet software & services,Seattle,United States,North America,2013,$643M,"Madrona Venture Group, Shasta Ventures, Salesforce Ventures",2021,8,4,0.643,Medium Funding,6.220839813
Indigo Ag,$4B,26-09-2017,Artificial intelligence,Boston,United States,North America,2014,$1B,"Activant Capital Group, Alaska Permanent Fund, Baillie Gifford & Co.",2017,3,4,1,Medium Funding,4
Mirakl,$4B,22-09-2020,E-commerce & direct-to-consumer,Paris,France,Europe,2011,$948M,"Elaia Partners, 83North, Felix Capital",2020,9,4,0.948,Medium Funding,4.219409283
Rec Room,$4B,23-03-2021,Internet software & services,Seattle,United States,North America,2016,$294M,"First Round Capital, Sequoia Capital, Index Ventures",2021,5,4,0.294,Low Funding,13.60544218
Tekion,$4B,21-10-2020,Internet software & services,San Ramon,United States,North America,2016,$435M,"Airbus Ventures, Index Ventures, Advent International",2020,4,4,0.435,Low Funding,9.195402299
Otto Bock HealthCare,$4B,24-06-2017,Health,Duderstadt,Germany,Europe,1919,$0M,EQT Partners,2017,98,4,0,Low Funding,0
Outreach,$4B,16-04-2019,Internet software & services,Seattle,United States,North America,2011,$489M,"Mayfield Fund, M12, Trinity Ventures",2019,8,4,0.489,Low Funding,8.1799591
WeRide,$4B,23-12-2020,Auto & transportation,Guangzhou,China,Asia,2017,$1B,"Atop Capital, IDInvest Partners, Qiming Venture Partners",2020,3,4,1,Medium Funding,4
Applied Intuition,$4B,22-10-2020,Data management & analytics,Sunnyvale,United States,North America,2017,$352M,"Andreessen Horowitz, Lux Capital, General Catalyst",2020,3,4,0.352,Low Funding,11.36363636
Course Hero,$4B,12-02-2020,Edtech,Redwood City,United States,North America,2006,$477M,"NewView Capital, Maveron, Ridge Ventures",2020,14,4,0.477,Low Funding,8.385744235
Relativity,$4B,18-03-2021,Internet software & services,Chicago,United States,North America,2001,$125M,"Silver Lake, ICONIQ Capital",2021,20,4,0.125,Low Funding,32
Whoop,$4B,28-10-2020,E-commerce & direct-to-consumer,Boston,United States,North America,2012,$404M,"NextView Ventures, Promus Ventures, Two Sigma Ventures",2020,8,4,0.404,Low Funding,9.900990099
Arctic Wolf Networks,$4B,22-10-2020,Cybersecurity,Eden Prairie,United States,North America,2012,$498M,"Lightspeed Venture Partners, Redpoint Ventures, Viking Global Investors",2020,8,4,0.498,Low Funding,8.032128514
GOAT,$4B,23-09-2020,E-commerce & direct-to-consumer,Culver City,United States,North America,2015,$493M,"Upfront Ventures, Webb Investment Network, D1 Capital Partners",2020,5,4,0.493,Low Funding,8.113590264
Noom,$4B,24-05-2021,Health,New York,United States,North America,2006,$657M,"Qualcomm Ventures, Samsung Ventures, Silver Lake",2021,15,4,0.657,Medium Funding,6.088280061
Papaya Global,$4B,04-03-2021,Internet software & services,New York,United States,North America,2016,$440M,"Bessemer Venture Partners, Insight Partners, New Era Ventures",2021,5,4,0.44,Low Funding,9.090909091
Redwood Materials,$4B,28-07-2021,Other,Carson City,United States,North America,2017,$792M,"Breakthrough Energy Ventures, Capricorn Investment Group, Valor Equity Partners",2021,4,4,0.792,Medium Funding,5.050505051
ShareChat,$4B,08-04-2021,Internet software & services,Bengaluru,India,Asia,2015,$1B,"India Quotient, Elevation Capital, Lightspeed Venture Partners",2021,6,4,1,Medium Funding,4
Sorare,$4B,21-09-2021,E-commerce & direct-to-consumer,Paris,France,Europe,2019,$739M,"Benchmark, Accel, SoftBank Group",2021,2,4,0.739,Medium Funding,5.412719892
VAST Data,$4B,16-04-2020,Data management & analytics,New York,United States,North America,2016,$263M,"Norwest Venture Partners, Goldman Sachs, Dell Technologies Capital",2020,4,4,0.263,Low Funding,15.20912548
Articulate,$4B,01-07-2021,Edtech,New York,United States,North America,2015,$2B,"Blackstone, ICONIQ Growth, General Atlantic",2021,6,4,2,Medium Funding,2
Dutchie,$4B,16-03-2021,E-commerce & direct-to-consumer,Bend,United States,North America,2017,$603M,"Casa Verde Capital, Gron Ventures, Thrity Five Ventures",2021,4,4,0.603,Medium Funding,6.633499171
FalconX,$4B,10-08-2021,Fintech,San Mateo,United States,North America,2018,$324M,"Tiger Global Management, American Express Ventures, B Capital Group",2021,3,4,0.324,Low Funding,12.34567901
Guild Education,$4B,13-11-2019,Internet software & services,Denver,United States,North America,2015,$379M,"General Atlantic, Blackstone, ICONIQ Growth",2019,4,4,0.379,Low Funding,10.55408971
Chainalysis,$4B,23-11-2020,Fintech,New York,United States,North America,2014,$367M,"Addition, Benhcmark, Accel",2020,6,4,0.367,Low Funding,10.89918256
dbt Labs,$4B,30-06-2021,Data management & analytics,Philadelphia,United States,North America,2016,$414M,"Andreessen Horowitz, Amplify Partners, Sequoia Capital",2021,5,4,0.414,Low Funding,9.661835749
Globalization Partners,$4B,24-01-2022,Internet software & services,Boston,United States,North America,2012,$350M,"Vista Equity Partners, Wincove, TDR Capital",2022,10,4,0.35,Low Funding,11.42857143
Intarcia Therapeutics,$4B,01-04-2014,Health,Boston,United States,North America,1995,$1B,"New Enterprise Associates, New Leaf Venture Partners, Charter Venture Capital",2014,19,4,1,Medium Funding,4
Relativity Space,$4B,23-11-2020,Other,Inglewood,United States,North America,2016,$1B,"Playground Global, Bond, Tribe Capital",2020,4,4,1,Medium Funding,4
StockX,$4B,26-06-2019,E-commerce & direct-to-consumer,Detroit,United States,North America,2016,$495M,"Google Ventures, Battery Ventures, DST Global",2019,3,4,0.495,Low Funding,8.080808081
ThoughtSpot,$4B,08-05-2018,Internet software & services,Sunnyvale,United States,North America,2012,$664M,"Lightspeed Venture Partners, Khosla Ventures, Geodesic Capital",2018,6,4,0.664,Medium Funding,6.024096386
SSENSE,$4B,08-06-2021,E-commerce & direct-to-consumer,Montreal,Canada,North America,2003,Unknown,Sequoia Capital,2021,18,4,,Unknown,0
BitPanda,$4B,16-03-2021,Fintech,Vienna,Austria,Europe,2014,$546M,"Speedinvest, Valar Ventures, Uniqa Ventures",2021,7,4,0.546,Medium Funding,7.326007326
Dataminr,$4B,04-06-2018,Artificial intelligence,New York,United States,North America,2009,$1B,"Venrock, Institutional Venture Partners, Goldman Sachs",2018,9,4,1,Medium Funding,4
Weee!,$4B,16-03-2021,"Supply chain, logistics, & delivery",Fremont,United States,North America,2015,$864M,"Goodwater Capital, iFly, XVC Venture Capital",2021,6,4,0.864,Medium Funding,4.62962963
Medlinker,$4B,31-07-2018,Health,Chengdu,China,Asia,2014,$761M,"China Health Industry Investment Fund, China Renaissance, and Sequoia Capital China",2018,4,4,0.761,Medium Funding,5.256241787
Hozon Auto,$4B,22-02-2022,Auto & transportation,Shanghai,China,Asia,2014,$2B,"HD Capital, Qihoo 360 Technology, China Fortune Land Development",2022,8,4,2,Medium Funding,2
Aurora Solar,$4B,24-05-2021,Internet software & services,San Francisco,United States,North America,2013,$523M,"Fifth Wall Ventures, Energize Ventures, ICONIQ Capital",2021,8,4,0.523,Medium Funding,7.648183556
Branch,$4B,10-09-2018,Mobile & telecommunications,Redwood City,United States,North America,2014,$667M,"New Enterprise Associates, Pear, Cowboy Ventures",2018,4,4,0.667,Medium Funding,5.997001499
BrowserStack,$4B,16-06-2021,Internet software & services,Dublin,Ireland,Europe,2011,$250M,"Accel, Insight Partners, Bond Capital",2021,10,4,0.25,Low Funding,16
Cerebras Systems,$4B,14-11-2018,Hardware,Los Altos,United States,North America,2016,$720M,"Benchmark, Foundation Capital, Sequoia Capital",2018,2,4,0.72,Medium Funding,5.555555556
ClickUp,$4B,15-12-2020,Internet software & services,San Diego,United States,North America,2017,$535M,"Georgian Partners, Craft Ventures",2020,3,4,0.535,Medium Funding,7.476635514
Clubhouse,$4B,24-01-2021,Mobile & telecommunications,San Francisco,United States,North America,2020,$110M,"Andreessen Horowitz, TQ Ventures",2021,1,4,0.11,Low Funding,36.36363636
Farmers Business Network,$4B,03-08-2020,Other,San Carlos,United States,North America,2014,$870M,"Blackrock, Kleiner Perkins Caulfield & Byers, Google Ventures",2020,6,4,0.87,Medium Funding,4.597701149
Houzz,$4B,30-09-2014,E-commerce & direct-to-consumer,Palo Alto,United States,North America,2008,$614M,"New Enterprise Associates, Sequoia Capital, Comcast Ventures",2014,6,4,0.614,Medium Funding,6.51465798
MEGVII,$4B,31-10-2017,Artificial intelligence,Beijing,China,Asia,2011,$1B,"Ant Financial Services Group, Russia-China Investment Fund, Foxconn Technology Company",2017,6,4,1,Medium Funding,4
Melio,$4B,25-01-2021,Fintech,New York,United States,North America,2018,$504M,"Accel, Aleph, American Express Ventures",2021,3,4,0.504,Medium Funding,7.936507937
Next Insurance,$4B,07-10-2019,Fintech,Palo Alto,United States,North America,2016,$881M,"Zeev Ventures, Ribbit Capital, TLV Partners",2019,3,4,0.881,Medium Funding,4.540295119
Olive,$4B,01-12-2020,Internet software & services,Columbus,United States,North America,2012,$856M,"Drive Capital, General Catalyst, Ascension Ventures",2020,8,4,0.856,Medium Funding,4.672897196
Patreon,$4B,02-09-2020,Internet software & services,San Francisco,United States,North America,2013,$413M,"Index Ventures, Thrive Capital, CRV",2020,7,4,0.413,Low Funding,9.685230024
PointClickCare,$4B,07-01-2021,Internet software & services,Mississauga,Canada,North America,2000,$230M,"Dragoneer Investment Group, Hellman & Friedman, JMI Equity",2021,21,4,0.23,Low Funding,17.39130435
Rubrik,$4B,28-04-2017,Data management & analytics,Palo Alto,United States,North America,2014,$553M,"Greylock Partners, Lightspeed Venture Partners, Khosla Ventures",2017,3,4,0.553,Medium Funding,7.233273056
Vuori,$4B,13-10-2021,E-commerce & direct-to-consumer,Carlsbad,United States,North America,2015,$445M,"SoftBank Group, Norwest Venture Partners",2021,6,4,0.445,Low Funding,8.988764045
Webflow,$4B,13-01-2021,Internet software & services,San Francisco,United States,North America,2012,$335M,"Accel, Silversmith Capital Partners, capitalG",2021,9,4,0.335,Low Funding,11.94029851
Yuga Labs,$4B,22-03-2022,Fintech,Miami,United States,North America,2021,$450M,"Andreessen Horowitz, Thrive Capital, Sound Ventures",2022,1,4,0.45,Low Funding,8.888888889
Zapier,$4B,14-01-2021,Internet software & services,Sunnyvale,United States,North America,2011,$1M,"Sequoia Capital, Bessemer Venture Partners, Threshold Ventures",2021,10,4,0.001,Low Funding,4000
Dadi Cinema,$3B,11-05-2016,Other,Shenzhen,China,Asia,2006,$154M,Alibaba Pictures Group,2016,10,3,0.154,Low Funding,19.48051948
Kurly,$3B,09-07-2021,"Supply chain, logistics, & delivery",Seoul,South Korea,Asia,2014,$770M,"Sequoia Capital China, DST Global, DST Global",2021,7,3,0.77,Medium Funding,3.896103896
Moglix,$3B,17-05-2021,E-commerce & direct-to-consumer,,Singapore,Asia,2015,$471M,"Jungle Ventures, Accel, Venture Highway",2021,6,3,0.471,Low Funding,6.369426752
OpenAI,$3B,22-07-2019,Artificial intelligence,San Francisco,United States,North America,2015,$1B,Khosla Ventures,2019,4,3,1,Medium Funding,3
Upstox,$3B,29-11-2021,Fintech,Mumbai,India,Asia,2010,$54M,"Tiger Global Management, Kalaari Capital",2021,11,3,0.054,Low Funding,55.55555556
Vista Global,$3B,23-08-2017,Other,Dubai,United Arab Emirates,Asia,2004,$418M,Rhone Capital,2017,13,3,0.418,Low Funding,7.177033493
Yixia,$3B,24-11-2015,Mobile & telecommunications,Beijing,China,Asia,2011,$775M,"Sequoia Capital China, Sina Weibo, Kleiner Perkins Caufield & Byers, Redpoint Ventures",2015,4,3,0.775,Medium Funding,3.870967742
Automattic,$3B,27-05-2013,Internet software & services,San Francisco,United States,North America,2005,$859M,"Insight Venture Partners, Lowercase Capital, Polaris Partners",2013,8,3,0.859,Medium Funding,3.492433062
OakNorth Bank,$3B,12-10-2017,Fintech,London,United Kingdom,Europe,2015,$1B,"Clermont Group, Coltrane Asset Management, Toscafund Asset Management",2017,2,3,1,Medium Funding,3
Worldcoin,$3B,29-06-2021,Fintech,San Francisco,United States,North America,2019,$125M,"Day One Ventures, Coinbase Ventures, Andreessen Horowitz",2021,2,3,0.125,Low Funding,24
Hive Box,$3B,23-01-2018,"Supply chain, logistics, & delivery",Shenzhen,China,Asia,2015,$1B,"Eastern Bell Capital, SF Holding Co, STO Express",2018,3,3,1,Medium Funding,3
Trax,$3B,22-07-2019,Artificial intelligence,,Singapore,Asia,2010,$1B,"Hopu Investment Management, Boyu Capital, DC Thomson Ventures",2019,9,3,1,Medium Funding,3
MessageBird,$3B,08-10-2020,Mobile & telecommunications,Amsterdam,Netherlands,Europe,2011,$1B,"Y Combinator, Atomico, Accel",2020,9,3,1,Medium Funding,3
Cohesity,$3B,11-06-2018,Data management & analytics,San Jose,United States,North America,2013,$660M,"SoftBank Group, Sequoia Capital, Wing Venture Capital",2018,5,3,0.66,Medium Funding,4.545454545
